"source","filename","time2scrape"
"dmccooey","SimplestD3v_2.txt","0.852"
"netlib","67","0.853"
"dmccooey","SimplestC4_2.txt","0.854"
"netlib","59","0.855"
"dmccooey","RhombicEnneacontahedron.txt","0.856"
"dmccooey","PentagrammicDipyramid.txt","0.86"
"netlib","35","0.86"
"dmccooey","SelfDualDecahedron28.txt","0.863"
"dmccooey","SimplestD9h_2.txt","0.864"
"dmccooey","GreatDirhombicosidodecahedron.txt","0.866"
"dmccooey","SelfDualPentadecahedron57.txt","0.866"
"netlib","124","0.867"
"netlib","25","0.867"
"dmccooey","GreatPentagonalHexecontahedron.txt","0.868"
"dmccooey","SelfDualPentadecahedron18.txt","0.869"
"dmccooey","OrthokisPropelloCube.txt","0.87"
"netlib","106","0.87"
"netlib","137","0.872"
"dmccooey","Associahedron.txt","0.873"
"dmccooey","SelfDualTridecahedron102.txt","0.873"
"dmccooey","SnubIcosidodecadodecahedron.txt","0.875"
"dmccooey","TetragonalTrapezohedronAntiprismToroid.txt","0.875"
"dmccooey","GreatDitrigonalIcosidodecahedron.txt","0.876"
"netlib","18","0.877"
"netlib","99","0.877"
"dmccooey","IsohedralToroid24.txt","0.878"
"dmccooey","SelfDualHexadecahedron98.txt","0.882"
"dmccooey","SmallHexagrammicHexecontahedron.txt","0.882"
"netlib","114","0.883"
"dmccooey","GeodesicCube4.txt","0.884"
"dmccooey","SimplestC4v.txt","0.884"
"dmccooey","RectifiedTruncatedCube.txt","0.885"
"dmccooey","RectifiedTruncatedIcosahedron.txt","0.886"
"dmccooey","Csaszar4.txt","0.889"
"dmccooey","CanonicalTruncatedRhombicuboctahedron.txt","0.89"
"dmccooey","SelfDualTetradecahedron22.txt","0.89"
"dmccooey","45TruncatedDeltoidalHexecontahedron1.txt","0.891"
"dmccooey","TruncatedDodecahedron.txt","0.892"
"dmccooey","OctagonalDipyramid.txt","0.896"
"dmccooey","GeodesicCube18.txt","0.897"
"dmccooey","HeptagonalDipyramid.txt","0.897"
"dmccooey","SelfDualDodecahedron8.txt","0.897"
"netlib","127","0.897"
"dmccooey","HexagonalPrism.txt","0.9"
"dmccooey","RhexpropelloCube1.txt","0.9"
"dmccooey","TruncatedDisdyakisDodecahedron2.txt","0.902"
"dmccooey","GreatTriakisOctahedron.txt","0.903"
"dmccooey","RectifiedTruncatedTetrahedron.txt","0.903"
"dmccooey","SimplestD4h_1.txt","0.904"
"dmccooey","BiscribedTruncatedCuboctahedron.txt","0.905"
"dmccooey","6TruncatedPentakisDodecahedron2.txt","0.906"
"dmccooey","SelfDualTridecahedron4.txt","0.908"
"dmccooey","Rhombicosidodecahedron.txt","0.909"
"dmccooey","GreatHexagonalHexecontahedron.txt","0.912"
"dmccooey","SelfDualHendecahedron32.txt","0.912"
"dmccooey","PentagrammicPrism.txt","0.913"
"dmccooey","SelfDualHexadecahedron3.txt","0.913"
"dmccooey","SelfDualDecahedron3.txt","0.914"
"dmccooey","HeptagonalTrapezohedron.txt","0.917"
"netlib","76","0.917"
"dmccooey","RegularHexagonalToroid15A1.txt","0.918"
"dmccooey","SmallHexacronicIcositetrahedron.txt","0.918"
"dmccooey","ChamferedDodecahedron1.txt","0.92"
"dmccooey","TruncatedPentakisDodecahedron1.txt","0.92"
"dmccooey","SelfDualHexadecahedron120.txt","0.921"
"dmccooey","SelfDualHexahedron1.txt","0.921"
"dmccooey","SimplestC5v.txt","0.921"
"dmccooey","LpentagonalHexecontahedron.txt","0.925"
"dmccooey","SnubTruncatedOctahedron.txt","0.926"
"dmccooey","Cube.txt","0.928"
"dmccooey","GeodesicCube3.txt","0.928"
"netlib","86","0.929"
"netlib","8","0.931"
"dmccooey","Regular_4_6_10.txt","0.933"
"dmccooey","BilinskiDodecahedron.txt","0.934"
"dmccooey","Jessen.txt","0.941"
"netlib","48","0.941"
"dmccooey","GeodesicIcosahedron1.txt","0.942"
"dmccooey","SelfDualTridecahedron119.txt","0.942"
"dmccooey","RegularHexagonalToroid15D6.txt","0.943"
"dmccooey","SelfDualPentadecahedron605.txt","0.943"
"dmccooey","SelfDualTetracontahedron4.txt","0.944"
"netlib","40","0.944"
"dmccooey","SelfDualPentadecahedron2.txt","0.946"
"netlib","82","0.946"
"netlib","60","0.947"
"netlib","107","0.948"
"dmccooey","BiscribedPentakisLsnubDodecahedron.txt","0.95"
"dmccooey","SelfDualHexahedron2.txt","0.957"
"dmccooey","OrthotruncatedPropelloOctahedron.txt","0.958"
"dmccooey","SimplestD4h_2.txt","0.958"
"netlib","68","0.958"
"netlib","138","0.959"
"dmccooey","SelfDualTetradecahedron23.txt","0.96"
"dmccooey","SelfDualDodecahedron83.txt","0.961"
"dmccooey","HexagonalTrapezohedron.txt","0.964"
"dmccooey","SimplestC6v.txt","0.965"
"netlib","128","0.965"
"dmccooey","SelfDualHendecahedron4.txt","0.968"
"dmccooey","Icosidodecahedron.txt","0.971"
"dmccooey","Regular_6_4_10.txt","0.971"
"dmccooey","SelfDualTridecahedron48.txt","0.971"
"dmccooey","SquareAntiprism.txt","0.971"
"dmccooey","SelfDualDecahedron4.txt","0.974"
"netlib","9","0.974"
"dmccooey","PentagrammicTrapezohedron.txt","0.975"
"dmccooey","BiscribedRhexpropelloDodecahedron.txt","0.976"
"dmccooey","RegularHexagonalToroid24.txt","0.976"
"netlib","112","0.976"
"dmccooey","OverarchingHexagonalToroid8.txt","0.977"
"dmccooey","SmallStellapentakisDodecahedron.txt","0.98"
"dmccooey","MedialDisdyakisTriacontahedron.txt","0.982"
"dmccooey","OctagonalIrisToroid.txt","0.982"
"netlib","91","0.984"
"dmccooey","CubeOctahedronCompound1.txt","0.985"
"netlib","100","0.986"
"dmccooey","TruncatedTetrahedron.txt","0.987"
"dmccooey","Heptagrammic72Antiprism.txt","0.988"
"dmccooey","GreatDisdyakisDodecahedron.txt","0.989"
"netlib","0","0.993"
"dmccooey","SelfDualHexadecahedron508.txt","0.995"
"netlib","43","0.999"
"dmccooey","SelfDualHexadecahedron1256.txt","1.001"
"dmccooey","SimplestD4v_1.txt","1.002"
"netlib","26","1.002"
"dmccooey","TetragonalTrapezohedronToroid.txt","1.006"
"dmccooey","SimplestC7v.txt","1.007"
"netlib","119","1.007"
"netlib","108","1.008"
"dmccooey","JoinedLsnubDodecahedron.txt","1.009"
"dmccooey","BiscribedDualSnubTruncatedOctahedron.txt","1.012"
"dmccooey","SimplestO_2.txt","1.012"
"dmccooey","BiscribedLpropelloRpentagonalIcositetrahedron.txt","1.013"
"dmccooey","GeodesicCube17.txt","1.013"
"dmccooey","SelfDualTridecahedron131.txt","1.013"
"dmccooey","SmallDodecahemidodecahedron.txt","1.016"
"dmccooey","RpentagonalIcositetrahedron.txt","1.017"
"netlib","10","1.017"
"dmccooey","SelfDualPentadecahedron22.txt","1.019"
"dmccooey","SelfDualDodecahedron90.txt","1.022"
"dmccooey","SelfDualPentadecahedron637.txt","1.022"
"dmccooey","SelfDualDecahedron5.txt","1.024"
"dmccooey","SelfDualHendecahedron40.txt","1.026"
"dmccooey","TridyakisIcosahedron.txt","1.026"
"dmccooey","SmallDitrigonalDodecacronicHexecontahedron.txt","1.027"
"dmccooey","JoinedTruncatedIcosidodecahedron.txt","1.029"
"dmccooey","GreatRhombidodecacron.txt","1.031"
"netlib","61","1.031"
"dmccooey","GeodesicIcosahedron222.txt","1.032"
"dmccooey","SelfDualTetradecahedron24.txt","1.033"
"netlib","36","1.033"
"dmccooey","HeptagonalDodecahedronA_C3_3.txt","1.035"
"dmccooey","SelfDualTridecahedron68.txt","1.039"
"dmccooey","PentagonalAntiprism.txt","1.04"
"dmccooey","RhombicTriacontahedron.txt","1.04"
"dmccooey","SmallRhombidodecacron.txt","1.04"
"dmccooey","Heptagrammic72Dipyramid.txt","1.041"
"dmccooey","GeodesicRT4.txt","1.042"
"dmccooey","DisdyakisTriacontahedron.txt","1.043"
"dmccooey","GreatDodecicosahedron.txt","1.045"
"netlib","19","1.045"
"dmccooey","BiscribedDisdyakisDodecahedron.txt","1.049"
"dmccooey","JoinedCuboctahedron.txt","1.052"
"netlib","49","1.054"
"dmccooey","CubeOctahedronToroid.txt","1.056"
"dmccooey","MedialInvertedPentagonalHexecontahedron.txt","1.065"
"dmccooey","RegularHexagonalToroid8_1.txt","1.065"
"dmccooey","GeodesicCube12.txt","1.066"
"dmccooey","OctagonalPrism.txt","1.066"
"dmccooey","BiscribedPropelloCube.txt","1.068"
"dmccooey","GreatTriambicIcosahedron.txt","1.071"
"dmccooey","SquareAntiprismTrapezohedronToroid.txt","1.072"
"dmccooey","RhombicHexecontahedron.txt","1.082"
"dmccooey","SmallStellatedDodecahedron.txt","1.082"
"netlib","129","1.082"
"dmccooey","SelfDualIcosioctahedron1.txt","1.085"
"netlib","69","1.085"
"dmccooey","GreatDodecacronicHexecontahedron.txt","1.088"
"dmccooey","DualGeodesicIcosahedron5.txt","1.093"
"dmccooey","HexagonalTrapezohedronAntiprismToroid.txt","1.093"
"dmccooey","JoinedTruncatedDodecahedron.txt","1.095"
"dmccooey","TruncatedIcosidodecahedron.txt","1.095"
"dmccooey","LpentagonalIcositetrahedron.txt","1.101"
"dmccooey","SmallIcosacronicHexecontahedron.txt","1.101"
"netlib","101","1.101"
"netlib","77","1.101"
"dmccooey","CanonicalJoinedTruncatedIcosahedron.txt","1.105"
"dmccooey","RectifiedLsnubDodecahedron.txt","1.107"
"dmccooey","GreatSnubIcosidodecahedron.txt","1.11"
"dmccooey","RegularFaceToroid.txt","1.113"
"dmccooey","DualGeodesicIcosahedron6.txt","1.12"
"dmccooey","PentakisDodecahedron.txt","1.12"
"netlib","140","1.129"
"dmccooey","SelfDualTetracontahedron5.txt","1.13"
"dmccooey","GreatIcosacronicHexecontahedron.txt","1.133"
"dmccooey","6TruncatedTetrakisHexahedron2.txt","1.136"
"dmccooey","CanonicalTruncatedTruncatedCube.txt","1.137"
"dmccooey","SimplestI_1.txt","1.137"
"netlib","122","1.138"
"dmccooey","LpropelloRpentagonalIcositetrahedron.txt","1.139"
"dmccooey","TruncatedGreatDodecahedron.txt","1.146"
"dmccooey","GeodesicRT1.txt","1.15"
"netlib","83","1.151"
"dmccooey","DualGeodesicIcosahedron4.txt","1.154"
"dmccooey","BiscribedTruncatedIcosahedron.txt","1.161"
"dmccooey","GeodesicCube25.txt","1.17"
"dmccooey","RectifiedTruncatedCuboctahedron.txt","1.17"
"netlib","41","1.173"
"dmccooey","DualSnubTruncatedOctahedron.txt","1.175"
"dmccooey","4TruncatedDeltoidalIcositetrahedron2.txt","1.178"
"dmccooey","132Pentagons.txt","1.18"
"dmccooey","GeodesicIcosahedron12.txt","1.183"
"dmccooey","GeodesicCube24.txt","1.184"
"netlib","117","1.188"
"dmccooey","PropelloDodecahedron.txt","1.189"
"dmccooey","GreatInvertedPentagonalHexecontahedron.txt","1.19"
"dmccooey","GeodesicCube23.txt","1.195"
"dmccooey","CanonicalTruncatedTruncatedDodecahedron.txt","1.196"
"dmccooey","PropelloTruncatedOctahedron.txt","1.196"
"dmccooey","PropelloTruncatedIcosahedron.txt","1.197"
"dmccooey","GeodesicCube690.txt","1.198"
"dmccooey","CanonicalTruncatedTruncatedOctahedron.txt","1.2"
"dmccooey","BiscribedPropelloTruncatedOctahedron.txt","1.206"
"dmccooey","GeodesicCube26.txt","1.208"
"dmccooey","OrthokisPropelloDodecahedron.txt","1.21"
"dmccooey","GeodesicCube693.txt","1.212"
"netlib","125","1.213"
"dmccooey","GeodesicIcosahedron3.txt","1.214"
"netlib","87","1.216"
"dmccooey","GeodesicIcosahedron7.txt","1.22"
"dmccooey","GeodesicCube22.txt","1.225"
"dmccooey","GeodesicCube15.txt","1.232"
"dmccooey","GeodesicCube13.txt","1.235"
"dmccooey","BiscribedSnubTruncatedIcosahedron.txt","1.245"
"dmccooey","GreatDisdyakisTriacontahedron.txt","1.249"
"dmccooey","GeodesicCube27.txt","1.265"
"netlib","92","1.279"
"dmccooey","BiscribedPropelloTruncatedIcosahedron.txt","1.28"
"dmccooey","GeodesicIcosahedron6.txt","1.28"
"dmccooey","GeodesicRT6.txt","1.281"
"dmccooey","GreatPentagrammicHexecontahedron.txt","1.281"
"dmccooey","TruncatedTetrakisHexahedron1.txt","1.282"
"dmccooey","PropelloPentakisDodecahedron.txt","1.291"
"dmccooey","ChamferedDodecahedron3.txt","1.292"
"dmccooey","GeodesicIcosahedron4.txt","1.294"
"dmccooey","GeodesicIcosahedron9.txt","1.319"
"dmccooey","BiscribedOrthotruncatedPropelloIcosahedron.txt","1.324"
"dmccooey","GeodesicIcosahedron10.txt","1.325"
"dmccooey","GeodesicCube10.txt","1.335"
"dmccooey","10TruncatedTriakisIcosahedron2.txt","1.34"
"dmccooey","PropelloTruncatedCuboctahedron.txt","1.342"
"dmccooey","PropelloDisdyakisDodecahedron.txt","1.351"
"dmccooey","JoinedRsnubDodecahedron.txt","1.355"
"dmccooey","GeodesicCube21.txt","1.359"
"dmccooey","BiscribedRpentagonalHexecontahedron.txt","1.37"
"netlib","115","1.377"
"dmccooey","GeodesicCube16.txt","1.389"
"dmccooey","SmallHexagonalHexecontahedron.txt","1.395"
"netlib","113","1.429"
"dmccooey","DualGeodesicIcosahedron7.txt","1.43"
"dmccooey","GeodesicCube28.txt","1.433"
"dmccooey","IcositruncatedDodecadodecahedron.txt","1.441"
"dmccooey","BiscribedPropelloPentakisDodecahedron.txt","1.449"
"dmccooey","MedialHexagonalHexecontahedron.txt","1.452"
"dmccooey","GeodesicCube20.txt","1.454"
"dmccooey","DualGeodesicIcosahedron3.txt","1.463"
"dmccooey","GeodesicIcosahedron13.txt","1.467"
"dmccooey","GeodesicRT7.txt","1.47"
"dmccooey","RhexpropelloDodecahedron1.txt","1.472"
"dmccooey","BiscribedDualSnubTruncatedIcosahedron.txt","1.473"
"netlib","139","1.473"
"dmccooey","BiscribedPropelloTruncatedCuboctahedron.txt","1.499"
"dmccooey","GeodesicIcosahedron8.txt","1.533"
"dmccooey","CanonicalTruncatedRhombicosidodecahedron.txt","1.556"
"dmccooey","GeodesicRT5.txt","1.564"
"dmccooey","GeodesicIcosahedron11.txt","1.59"
"dmccooey","SnubTruncatedIcosahedron.txt","1.607"
"dmccooey","DualSnubTruncatedIcosahedron.txt","1.624"
"dmccooey","GeodesicCube19.txt","1.634"
"dmccooey","RectifiedTruncatedIcosidodecahedron.txt","1.654"
"dmccooey","GeodesicCube29.txt","1.665"
"dmccooey","GeodesicIcosahedron15.txt","1.708"
"dmccooey","ChamferedTruncatedIcosahedron.txt","1.745"
"dmccooey","CanonicalTruncatedLsnubDodecahedron.txt","1.755"
"dmccooey","GeodesicIcosahedron17.txt","1.799"
"dmccooey","PropelloTruncatedIcosidodecahedron.txt","1.851"
"dmccooey","BiscribedPropelloTruncatedIcosidodecahedron.txt","1.878"
"dmccooey","PropelloDisdyakisTriacontahedron.txt","1.896"
"dmccooey","DualGeodesicIcosahedron8.txt","1.915"
"dmccooey","CanonicalTruncatedTruncatedIcosidodecahedron.txt","1.954"
"dmccooey","GeodesicIcosahedron16.txt","1.974"
"dmccooey","GeodesicCube30.txt","1.979"
"dmccooey","GeodesicRT9.txt","1.979"
"dmccooey","GeodesicIcosahedron14.txt","1.994"
"dmccooey","BiscribedPropelloDisdyakisTriacontahedron.txt","2.061"
"dmccooey","GeodesicRT8.txt","2.124"
"dmccooey","GeodesicRT10.txt","2.154"
"dmccooey","TruncatedDisdyakisTriacontahedron2.txt","2.246"
"dmccooey","DualGeodesicIcosahedron222.txt","2.33"
"dmccooey","DualGeodesicIcosahedron223.txt","2.469"
"dmccooey","SnubHexpropelloDodecahedron.txt","2.546"
"dmccooey","GeodesicIcosahedron22.txt","2.559"
"dmccooey","GeodesicRT11.txt","2.575"
"dmccooey","DualGeodesicIcosahedron9.txt","2.581"
"dmccooey","DualGeodesicIcosahedron13.txt","2.7"
"dmccooey","GeodesicRT12.txt","2.742"
"dmccooey","GeodesicIcosahedron18.txt","2.799"
"dmccooey","DualGeodesicIcosahedron10.txt","2.828"
"dmccooey","GeodesicIcosahedron19.txt","2.898"
"dmccooey","GeodesicIcosahedron20.txt","2.914"
"dmccooey","GeodesicIcosahedron23.txt","2.974"
"dmccooey","DualGeodesicIcosahedron11.txt","2.986"
"dmccooey","GeodesicRT13.txt","3.043"
"dmccooey","GeodesicIcosahedron21.txt","3.093"
"dmccooey","GeodesicIcosahedron26.txt","3.146"
"dmccooey","DualGeodesicIcosahedron12.txt","3.178"
"dmccooey","GeodesicIcosahedron27.txt","3.262"
"dmccooey","GeodesicIcosahedron25.txt","3.325"
"dmccooey","DualSnubHexpropelloDodecahedron.txt","3.43"
"dmccooey","GeodesicIcosahedron28.txt","3.448"
"dmccooey","DualGeodesicIcosahedron14.txt","3.593"
"dmccooey","DualGeodesicIcosahedron15.txt","3.604"
"dmccooey","GeodesicIcosahedron24.txt","3.634"
"dmccooey","GeodesicRT14.txt","3.668"
"dmccooey","GeodesicIcosahedron29.txt","3.695"
"dmccooey","GeodesicRT15.txt","3.771"
"dmccooey","ExpandedJoinedHexpropelloDodecahedron.txt","3.786"
"dmccooey","DualGeodesicIcosahedron16.txt","3.788"
"dmccooey","GeodesicIcosahedron30.txt","4.118"
"dmccooey","ExpandedPropelloTruncatedIcosahedron.txt","4.171"
"dmccooey","DualGeodesicIcosahedron18.txt","4.311"
"dmccooey","DualGeodesicIcosahedron17.txt","4.335"
"dmccooey","GeodesicRT16.txt","4.345"
"dmccooey","DualGeodesicIcosahedron19.txt","4.402"
"dmccooey","GeodesicRT19.txt","4.566"
"dmccooey","GeodesicRT18.txt","4.605"
"dmccooey","GeodesicRT17.txt","4.691"
"dmccooey","DualGeodesicIcosahedron20.txt","4.754"
"dmccooey","DualGeodesicIcosahedron22.txt","4.876"
"dmccooey","ExpandedJoinedTruncatedPentakisDodecahedron.txt","4.917"
"dmccooey","GeodesicRT20.txt","4.947"
"dmccooey","DualGeodesicIcosahedron21.txt","5.081"
"dmccooey","GeodesicRT22.txt","5.432"
"dmccooey","GeodesicRT21.txt","5.513"
"dmccooey","DualGeodesicIcosahedron25.txt","5.53"
"dmccooey","DualGeodesicIcosahedron23.txt","5.615"
"dmccooey","GeodesicRT26.txt","5.814"
"dmccooey","GeodesicRT23.txt","5.943"
"dmccooey","GeodesicRT124.txt","55.391"
"dmccooey","GeodesicRT125.txt","57.962"
"dmccooey","GeodesicIcosahedron223.txt","59.338"
"dmccooey","DualGeodesicIcosahedron24.txt","6.006"
"dmccooey","GeodesicRT25.txt","6.008"
"dmccooey","DualGeodesicIcosahedron26.txt","6.341"
"dmccooey","GeodesicRT24.txt","6.501"
"dmccooey","DualGeodesicIcosahedron27.txt","6.687"
"dmccooey","GeodesicRT27.txt","6.736"
"dmccooey","DualGeodesicIcosahedron29.txt","6.908"
"dmccooey","DualGeodesicIcosahedron28.txt","7.257"
"dmccooey","GeodesicRT28.txt","7.375"
"dmccooey","DualGeodesicIcosahedron30.txt","7.451"
"dmccooey","GeodesicRT29.txt","7.479"
"dmccooey","GeodesicRT30.txt","8.009"
